R_fighter,B_fighter,Winner,Excitement
Frank Mir,Antoni Hardonk,Frank Mir,12.465
Chris Lytle,Jason Gilliam,Chris Lytle,11.085
Stephan Bonnar,Mike Nickels,Stephan Bonnar,7.773
Rashad Evans,Tito Ortiz,,18.364
Anderson Silva,Nate Marquardt,Anderson Silva,14.384
Antonio Rodrigo Nogueira,Heath Herring,Antonio Rodrigo Nogueira,16.863
Kenny Florian,Alvin Robinson,Kenny Florian,11.969
Sean Sherk,Hermes Franca,Sean Sherk,14.488
Jorge Gurgel,Diego Saraiva,Jorge Gurgel,13.257
Frankie Edgar,Mark Bocek,Frankie Edgar,28.449
Leonard Garcia,Allen Berube,Leonard Garcia,13.441
Thales Leites,Floyd Sword,Thales Leites,19.94
Joe Lauzon,Brandon Melendez,Joe Lauzon,7.088
Cole Miller,Andy Wang,Cole Miller,20.213
Nate Diaz,Manvel Gamburyan,Nate Diaz,12.828
BJ Penn,Jens Pulver,BJ Penn,40.676
Matt Wiman,Brian Geraghty,Matt Wiman,10.775
Gray Maynard,Rob Emerson,,10.034
Roger Huerta,Doug Evans,Roger Huerta,11.137
Marcus Davis,Jason Tan,Marcus Davis,28.705
Jason MacDonald,Rory Singer,Jason MacDonald,13.218
Ed Herman,Scott Smith,Ed Herman,10.965
Dustin Hazelett,Stevie Lynch,Dustin Hazelett,23.527
Forrest Griffin,Hector Ramirez,Forrest Griffin,19.64
Tyson Griffin,Clay Guida,Tyson Griffin,16.142
Eddie Sanchez,Colin Robinson,Eddie Sanchez,13.599
Rich Franklin,Yushin Okami,Rich Franklin,19.38
Tamdan McCrory,Pete Spratt,Tamdan McCrory,19.079
Drew McFedries,Jordan Radev,Drew McFedries,26.159
Spencer Fisher,Sam Stout,Spencer Fisher,52.835
Gleison Tibau,Jeff Cox,Gleison Tibau,14.096
Forrest Petz,Luigi Fioravanti,Forrest Petz,17.128
Anthony Johnson,Chad Reiner,Anthony Johnson,25.605
Jon Fitch,Roan Carneiro,Jon Fitch,12.144
Thiago Tavares,Jason Black,Thiago Tavares,20.257
Nate Mohr,Luke Caudillo,Nate Mohr,18.856
Houston Alexander,Keith Jardine,Houston Alexander,21.719
Din Thomas,Jeremy Stephens,Din Thomas,14.09
Kalib Starnes,Chris Leben,Kalib Starnes,18.478
Karo Parisyan,Joshua Burkman,Karo Parisyan,15.495
Terry Martin,Ivan Salaverry,Terry Martin,15.684
Quinton Jackson,Chuck Liddell,Quinton Jackson,26.711
Alan Belcher,Sean Salmon,Alan Belcher,13.747
Thiago Silva,James Irvin,Thiago Silva,18.77
Wilson Gouveia,Carmelo Marrero,Wilson Gouveia,17.868
Gabriel Gonzaga,Mirko Filipovic,Gabriel Gonzaga,17.206
Andrei Arlovski,Fabricio Werdum,Andrei Arlovski,18.258
Lyoto Machida,David Heath,Lyoto Machida,26.946
Alessio Sakara,Victor Valimaki,Alessio Sakara,15.941
Terry Etim,Matt Grice,Terry Etim,26.271
Junior Assuncao,David Lee,Junior Assuncao,12.833
Michael Bisping,Elvis Sinosic,Michael Bisping,16.442
Jess Liaudin,Dennis Siver,Jess Liaudin,12.072
Paul Taylor,Edilberto de Oliveira,Paul Taylor,23.251
Cheick Kongo,Assuerio Silva,Cheick Kongo,14.538
Josh Koscheck,Diego Sanchez,Josh Koscheck,26.099
Matt Serra,Georges St-Pierre,Matt Serra,26.591
Roger Huerta,Leonard Garcia,Roger Huerta,9.488
Marcus Davis,Pete Spratt,Marcus Davis,8.157
Heath Herring,Brad Imes,Heath Herring,12.086
Kendall Grove,Alan Belcher,Kendall Grove,14.584
Thales Leites,Pete Sell,Thales Leites,15.425
Yushin Okami,Mike Swick,Yushin Okami,19.148
Luke Cummo,Josh Haynes,Luke Cummo,17.55
Kurt Pellegrino,Nate Mohr,Kurt Pellegrino,15.591
Justin McCully,Antoni Hardonk,Justin McCully,12.276
Joe Stevenson,Melvin Guillard,Joe Stevenson,14.266
Kenny Florian,Dokonjonosuke Mishima,Kenny Florian,11.452
Kuniyoshi Hironaka,Forrest Petz,Kuniyoshi Hironaka,10.913
Wilson Gouveia,Seth Petruzelli,Wilson Gouveia,11.239
Roan Carneiro,Rich Clementi,Roan Carneiro,11.467
Drew Fickett,Keita Nakamura,Drew Fickett,13.599
Thiago Tavares,Naoyuki Kotani,Thiago Tavares,21.538
Gleison Tibau,Jason Dent,Gleison Tibau,10.519
Randy Couture,Tim Sylvia,Randy Couture,11.487
Rich Franklin,Jason MacDonald,Rich Franklin,19.396
Matt Hughes,Chris Lytle,Matt Hughes,11.229
Martin Kampmann,Drew McFedries,Martin Kampmann,23.313
Jason Lambert,Renato Sobral,Jason Lambert,10.202
Matt Hamill,Rex Holman,Matt Hamill,23.643
Jon Fitch,Luigi Fioravanti,Jon Fitch,14.579
Jamie Varner,Jason Gilliam,Jamie Varner,7.603
Roger Huerta,John Halverson,Roger Huerta,16.664
Quinton Jackson,Marvin Eastman,Quinton Jackson,19.785
Mirko Filipovic,Eddie Sanchez,Mirko Filipovic,17.387
Frankie Edgar,Tyson Griffin,Frankie Edgar,25.631
Patrick Cote,Scott Smith,Patrick Cote,17.905
Anderson Silva,Travis Lutter,Anderson Silva,16.482
Lyoto Machida,Sam Hoger,Lyoto Machida,22.006
Dustin Hazelett,Diego Saraiva,Dustin Hazelett,11.708
Terry Martin,Jorge Rivera,Terry Martin,22.672
Nate Marquardt,Dean Lister,Nate Marquardt,14.868
Rashad Evans,Sean Salmon,Rashad Evans,24.872
Din Thomas,Clay Guida,Din Thomas,13.971
Jake O'Brien,Heath Herring,Jake O'Brien,13.85
Joshua Burkman,Chad Reiner,Joshua Burkman,7.882
Hermes Franca,Spencer Fisher,Hermes Franca,17.7
Ed Herman,Chris Price,Ed Herman,14.16
Rich Clementi,Ross Pointon,Rich Clementi,17.679
Thiago Alves,Tony DeSouza,Thiago Alves,18.38
Yushin Okami,Rory Singer,Yushin Okami,12.668
Chuck Liddell,Tito Ortiz,Chuck Liddell,48.749
Andrei Arlovski,Marcio Cruz,Andrei Arlovski,13.281
Keith Jardine,Forrest Griffin,Keith Jardine,22.846
Jason MacDonald,Chris Leben,Jason MacDonald,13.813
Michael Bisping,Eric Schafer,Michael Bisping,23.041
Gabriel Gonzaga,Carmelo Marrero,Gabriel Gonzaga,16.123
Christian Wellisch,Anthony Perosh,Christian Wellisch,12.521
Karo Parisyan,Drew Fickett,Karo Parisyan,14.39
Josh Koscheck,Jeff Joslin,Josh Koscheck,12.826
Marcus Davis,Shonie Carter,Marcus Davis,17.261
Diego Sanchez,Joe Riggs,Diego Sanchez,30.931
Alan Belcher,Jorge Santiago,Alan Belcher,11.499
Luigi Fioravanti,Dave Menne,Luigi Fioravanti,18.089
David Heath,Victor Valimaki,David Heath,18.182
Brock Larson,Keita Nakamura,Brock Larson,14.045
Logan Clark,Steve Byrnes,Logan Clark,20.825
Brandon Vera,Frank Mir,Brandon Vera,26.199
James Irvin,Hector Ramirez,James Irvin,16.722
Drew McFedries,Alessio Sakara,Drew McFedries,23.51
Joe Stevenson,Dokonjonosuke Mishima,Joe Stevenson,11.611
Tim Sylvia,Jeff Monson,Tim Sylvia,11.572
Nick Diaz,Gleison Tibau,Nick Diaz,10.014
Antoni Hardonk,Sherman Pendergarst,Antoni Hardonk,13.099
Georges St-Pierre,Matt Hughes,Georges St-Pierre,57.012
Jake O'Brien,Josh Shockman,Jake O'Brien,17.431
Din Thomas,Rich Clementi,Din Thomas,15.877
Matt Serra,Chris Lytle,Matt Serra,14.957
Travis Lutter,Patrick Cote,Travis Lutter,4.281
Scott Smith,Pete Sell,Scott Smith,17.29
Jorge Rivera,Edwin DeWees,Jorge Rivera,18.629
Pete Spratt,Jeremy Jackson,Pete Spratt,14.487
Martin Kampmann,Thales Leites,Martin Kampmann,29.063
Charles McCarthy,Gideon Ray,Charles McCarthy,15.292
Anderson Silva,Rich Franklin,Anderson Silva,31.33
Jon Fitch,Kuniyoshi Hironaka,Jon Fitch,9.777
Sean Sherk,Kenny Florian,Sean Sherk,18.918
Carmelo Marrero,Cheick Kongo,Carmelo Marrero,13.35
Kurt Pellegrino,Junior Assuncao,Kurt Pellegrino,9.17
Spencer Fisher,Dan Lauzon,Spencer Fisher,19.042
Clay Guida,Justin James,Clay Guida,12.709
Yushin Okami,Kalib Starnes,Yushin Okami,15.792
Kendall Grove,Chris Price,Kendall Grove,15.692
Matt Hamill,Seth Petruzelli,Matt Hamill,10.27
Jason MacDonald,Ed Herman,Jason MacDonald,15.131
Tony DeSouza,Dustin Hazelett,Tony DeSouza,16.577
Nate Marquardt,Crafton Wallace,Nate Marquardt,10.329
Thiago Alves,John Alessio,Thiago Alves,14.141
Tito Ortiz,Ken Shamrock,Tito Ortiz,36.563
Marcus Davis,Forrest Petz,Marcus Davis,19.388
Rory Singer,Josh Haynes,Rory Singer,15.338
Rashad Evans,Jason Lambert,Rashad Evans,18.063
Melvin Guillard,Gabe Ruediger,Melvin Guillard,13.29
Mike Swick,David Loiseau,Mike Swick,20.464
Roger Huerta,Jason Dent,Roger Huerta,10.755
Jorge Gurgel,Danny Abbadi,Jorge Gurgel,16.253
Joe Lauzon,Jens Pulver,Joe Lauzon,12.679
Matt Hughes,BJ Penn,Matt Hughes,43.459
Eddie Sanchez,Mario Neto,Eddie Sanchez,11.598
Tyson Griffin,David Lee,Tyson Griffin,5.138
Chuck Liddell,Renato Sobral,Chuck Liddell,48.767
Cheick Kongo,Christian Wellisch,Cheick Kongo,12.985
Forrest Griffin,Stephan Bonnar,Forrest Griffin,48.778
Eric Schafer,Rob MacDonald,Eric Schafer,18.861
Nick Diaz,Josh Neer,Nick Diaz,16.399
David Heath,Cory Walmsley,David Heath,16.27
Wilson Gouveia,Wes Combs,Wilson Gouveia,17.67
Hermes Franca,Jamie Varner,Hermes Franca,11.053
Yushin Okami,Alan Belcher,Yushin Okami,12.077
Josh Koscheck,Jonathan Goulet,Josh Koscheck,15.117
Chris Leben,Jorge Santiago,Chris Leben,16.85
Martin Kampmann,Crafton Wallace,Martin Kampmann,15.889
Diego Sanchez,Karo Parisyan,Diego Sanchez,21.62
Joe Riggs,Jason Von Flue,Joe Riggs,7.439
Dean Lister,Yuki Sasaki,Dean Lister,11.691
Forrest Petz,Sammy Morgan,Forrest Petz,13.642
Anthony Torres,Pat Healy,Anthony Torres,15.133
Jake O'Brien,Kristof Midoux,Jake O'Brien,14.51
Tito Ortiz,Ken Shamrock,Tito Ortiz,38.8
Jeff Monson,Anthony Perosh,Jeff Monson,19.064
Joshua Burkman,Josh Neer,Joshua Burkman,11.788
Tim Sylvia,Andrei Arlovski,Tim Sylvia,46.779
Joe Stevenson,Yves Edwards,Joe Stevenson,12.423
Cheick Kongo,Gilbert Aldana,Cheick Kongo,21.67
Drew Fickett,Kurt Pellegrino,Drew Fickett,16.219
Hermes Franca,Joe Jordan,Hermes Franca,16.239
Frank Mir,Dan Christison,Frank Mir,16.573
Anderson Silva,Chris Leben,Anderson Silva,26.567
Jonathan Goulet,Luke Cummo,Jonathan Goulet,11.242
Josh Koscheck,Dave Menne,Josh Koscheck,13.475
Rashad Evans,Stephan Bonnar,Rashad Evans,17.964
Jason Lambert,Branden Lee Hinkle,Jason Lambert,13.226
Mark Hominick,Jorge Gurgel,Mark Hominick,17.127
Jon Fitch,Thiago Alves,Jon Fitch,13.628
Rob MacDonald,Kristian Rothaermel,Rob MacDonald,14.222
Jorge Santiago,Justin Levens,Jorge Santiago,11.796
Michael Bisping,Josh Haynes,Michael Bisping,21.113
Kendall Grove,Ed Herman,Kendall Grove,12.854
Kenny Florian,Sam Stout,Kenny Florian,12.647
Keith Jardine,Wilson Gouveia,Keith Jardine,18.67
Luigi Fioravanti,Solomon Hutcherson,Luigi Fioravanti,11.7
Matt Hamill,Jesse Forbes,Matt Hamill,20.087
Rory Singer,Ross Pointon,Rory Singer,13.834
Mike Nickels,Wes Combs,Mike Nickels,11.665
Kalib Starnes,Danny Abbadi,Kalib Starnes,15.755
Mike Swick,Joe Riggs,Mike Swick,21.362
Diego Sanchez,John Alessio,Diego Sanchez,19.643
Dean Lister,Alessio Sakara,Dean Lister,11.801
Brandon Vera,Assuerio Silva,Brandon Vera,23.592
Jeremy Horn,Chael Sonnen,Jeremy Horn,9.589
Matt Hughes,Royce Gracie,Matt Hughes,23.888
Spencer Fisher,Matt Wiman,Spencer Fisher,20.043
Melvin Guillard,Rick Davis,Melvin Guillard,23.95
Gabriel Gonzaga,Fabiano Scherner,Gabriel Gonzaga,18.913
Tim Sylvia,Andrei Arlovski,Tim Sylvia,49.191
Evan Tanner,Justin Levens,Evan Tanner,13.061
Tito Ortiz,Forrest Griffin,Tito Ortiz,19.951
Jeff Monson,Marcio Cruz,Jeff Monson,17.469
David Terrell,Scott Smith,David Terrell,14.398
Sean Sherk,Nick Diaz,Sean Sherk,18.866
Jason Lambert,Terry Martin,Jason Lambert,14.995
Karo Parisyan,Nick Thompson,Karo Parisyan,9.533
Thiago Alves,Derrick Noble,Thiago Alves,16.532
Dan Christison,Brad Imes,Dan Christison,16.015
Chris Leben,Luigi Fioravanti,Chris Leben,16.611
Stephan Bonnar,Keith Jardine,Stephan Bonnar,16.721
Josh Neer,Joe Stevenson,Josh Neer,10.943
Josh Koscheck,Ansar Chalangov,Josh Koscheck,6.346
Luke Cummo,Jason Von Flue,Luke Cummo,11.927
Jon Fitch,Joshua Burkman,Jon Fitch,13.4
Rashad Evans,Sam Hoger,Rashad Evans,19.548
Chael Sonnen,Trevor Prangley,Chael Sonnen,8.645
Mark Hominick,Yves Edwards,Mark Hominick,16.067
Jason Lambert,Rob MacDonald,Jason Lambert,10.567
Nate Marquardt,Joe Doerksen,Nate Marquardt,13.941
Rich Franklin,David Loiseau,Rich Franklin,22.786
Mike Swick,Steve Vigneault,Mike Swick,22.381
Georges St-Pierre,BJ Penn,Georges St-Pierre,22.444
Sam Stout,Spencer Fisher,Sam Stout,25.611
Tom Murphy,Icho Larenas,Tom Murphy,19.511
Jeff Monson,Branden Lee Hinkle,Jeff Monson,14.93
Marcio Cruz,Frank Mir,Marcio Cruz,23.17
Joe Riggs,Nick Diaz,Joe Riggs,15.653
Paul Buentello,Gilbert Aldana,Paul Buentello,25.475
Brandon Vera,Justin Eilers,Brandon Vera,25.42
Alessio Sakara,Elvis Sinosic,Alessio Sakara,10.7
Renato Sobral,Mike van Arsdale,Renato Sobral,12.099
Keith Jardine,Mike Whitehead,Keith Jardine,13.35
Chuck Liddell,Randy Couture,Chuck Liddell,48.037
Stephan Bonnar,James Irvin,Stephan Bonnar,9.48
Joshua Burkman,Drew Fickett,Joshua Burkman,17.467
Chris Leben,Jorge Rivera,Chris Leben,20.687
Spencer Fisher,Aaron Riley,Spencer Fisher,22.371
Jason Von Flue,Alex Karalexis,Jason Von Flue,12.916
Josh Neer,Melvin Guillard,Josh Neer,9.815
Tim Sylvia,Assuerio Silva,Tim Sylvia,16.518
Duane Ludwig,Jonathan Goulet,Duane Ludwig,20.302
Matt Hughes,Joe Riggs,Matt Hughes,16.103
Georges St-Pierre,Sean Sherk,Georges St-Pierre,28.571
Thiago Alves,Ansar Chalangov,Thiago Alves,18.307
Jeremy Horn,Trevor Prangley,Jeremy Horn,12.827
Sam Hoger,Jeff Newton,Sam Hoger,17.209
Rich Franklin,Nate Quarry,Rich Franklin,29.889
Nick Thompson,Keith Wisniewski,Nick Thompson,10.185
Gabriel Gonzaga,Kevin Jordan,Gabriel Gonzaga,20.211
Diego Sanchez,Nick Diaz,Diego Sanchez,17.246
Joe Stevenson,Luke Cummo,Joe Stevenson,13.32
Rashad Evans,Brad Imes,Rashad Evans,24.38
Joshua Burkman,Sammy Morgan,Joshua Burkman,25.452
Melvin Guillard,Marcus Davis,Melvin Guillard,10.031
Keith Jardine,Kerry Schall,Keith Jardine,18.177
Kenny Florian,Kit Cope,Kenny Florian,11.543
Renato Sobral,Chael Sonnen,Renato Sobral,11.931
Andrei Arlovski,Paul Buentello,Andrei Arlovski,16.257
Forrest Griffin,Elvis Sinosic,Forrest Griffin,22.888
Joe Riggs,Chris Lytle,Joe Riggs,10.92
Branden Lee Hinkle,Sean Gannon,Branden Lee Hinkle,15.545
Marcio Cruz,Keigo Kunihara,Marcio Cruz,18.743
Alessio Sakara,Ron Faircloth,,19.939
Jorge Rivera,Dennis Hallman,Jorge Rivera,13.291
Drew Fickett,Josh Koscheck,Drew Fickett,11.322
Chris Leben,Edwin DeWees,Chris Leben,20.393
David Loiseau,Evan Tanner,David Loiseau,11.953
Brandon Vera,Fabiano Scherner,Brandon Vera,22.542
Spencer Fisher,Thiago Alves,Spencer Fisher,14.604
Jon Fitch,Brock Larson,Jon Fitch,11.565
Jonathan Goulet,Jay Hieron,Jonathan Goulet,10.497
James Irvin,Terry Martin,James Irvin,14.824
Trevor Prangley,Travis Lutter,Trevor Prangley,13.943
Tim Sylvia,Tra Telligman,Tim Sylvia,20.639
Randy Couture,Mike van Arsdale,Randy Couture,10.479
Chuck Liddell,Jeremy Horn,Chuck Liddell,48.814
Diego Sanchez,Brian Gassaway,Diego Sanchez,19.084
Matt Lindland,Joe Doerksen,Matt Lindland,9.445
Georges St-Pierre,Frank Trigg,Georges St-Pierre,17.657
Kenny Florian,Alex Karalexis,Kenny Florian,18.484
Drew Fickett,Josh Neer,Drew Fickett,6.837
Stephan Bonnar,Sam Hoger,Stephan Bonnar,15.858
Mike Swick,Gideon Ray,Mike Swick,26.901
Josh Koscheck,Pete Spratt,Josh Koscheck,7.288
Chris Leben,Patrick Cote,Chris Leben,20.034
Nate Quarry,Pete Sell,Nate Quarry,26.266
Nate Marquardt,Ivan Salaverry,Nate Marquardt,14.309
David Loiseau,Charles McCarthy,David Loiseau,8.099
Andrei Arlovski,Justin Eilers,Andrei Arlovski,21.295
Rich Franklin,Evan Tanner,Rich Franklin,54.589
Nate Quarry,Shonie Carter,Nate Quarry,20.925
Karo Parisyan,Matt Serra,Karo Parisyan,14.589
Paul Buentello,Kevin Jordan,Paul Buentello,15.423
Nick Diaz,Koji Oishi,Nick Diaz,21.051
Forrest Griffin,Bill Mahood,Forrest Griffin,17.553
Chuck Liddell,Randy Couture,Chuck Liddell,51.766
Matt Hughes,Frank Trigg,Matt Hughes,45.787
Ivan Salaverry,Joe Riggs,Ivan Salaverry,12.674
Matt Lindland,Travis Lutter,Matt Lindland,8.585
Mike van Arsdale,John Marsh,Mike van Arsdale,14.366
Georges St-Pierre,Jason Miller,Georges St-Pierre,18.924
Renato Sobral,Travis Wiuff,Renato Sobral,12.465
Joe Doerksen,Patrick Cote,Joe Doerksen,16.353
Rich Franklin,Ken Shamrock,Rich Franklin,23.425
Diego Sanchez,Kenny Florian,Diego Sanchez,26.867
Nate Quarry,Lodune Sincaid,Nate Quarry,25.037
Chris Leben,Jason Thacker,Chris Leben,16.431
Sam Hoger,Bobby Southworth,Sam Hoger,18.616
Mike Swick,Alex Schoenauer,Mike Swick,25.972
Josh Koscheck,Chris Sanford,Josh Koscheck,25.73
Forrest Griffin,Stephan Bonnar,Forrest Griffin,23.547
Alex Karalexis,Josh Rafferty,Alex Karalexis,12.473
David Loiseau,Gideon Ray,David Loiseau,13.525
Andrei Arlovski,Tim Sylvia,Andrei Arlovski,20.497
Paul Buentello,Justin Eilers,Paul Buentello,14.916
Evan Tanner,David Terrell,Evan Tanner,20.76
Mike Kyle,James Irvin,Mike Kyle,14.064
Karo Parisyan,Chris Lytle,Karo Parisyan,8.72
Nick Diaz,Drew Fickett,Nick Diaz,9.713
Pete Sell,Phil Baroni,Pete Sell,11.475
Tito Ortiz,Vitor Belfort,Tito Ortiz,12.109
Travis Lutter,Marvin Eastman,Travis Lutter,18.302
Tito Ortiz,Patrick Cote,Tito Ortiz,18.555
Rich Franklin,Jorge Rivera,Rich Franklin,21.45
Evan Tanner,Robbie Lawler,Evan Tanner,17.257
Ivan Salaverry,Tony Fryklund,Ivan Salaverry,16.036
Matt Hughes,Georges St-Pierre,Matt Hughes,21.013
Frank Trigg,Renato Verissimo,Frank Trigg,9.234
Justin Eilers,Mike Kyle,Justin Eilers,21.602
Randy Couture,Vitor Belfort,Randy Couture,40.638
David Terrell,Matt Lindland,David Terrell,20.831
Karo Parisyan,Nick Diaz,Karo Parisyan,14.505
Chuck Liddell,Vernon White,Chuck Liddell,17.263
Chris Lytle,Ronald Jhun,Chris Lytle,11.898
Joe Riggs,Joe Doerksen,Joe Riggs,13.243
Yves Edwards,Josh Thomson,Yves Edwards,19.538
Georges St-Pierre,Jay Hieron,Georges St-Pierre,32.663
Frank Mir,Tim Sylvia,Frank Mir,23.664
Matt Hughes,Renato Verissimo,Matt Hughes,12.481
Frank Trigg,Dennis Hallman,Frank Trigg,8.738
Evan Tanner,Phil Baroni,Evan Tanner,48.672
Trevor Prangley,Curtis Stout,Trevor Prangley,13.983
Ken Shamrock,Kimo Leopoldo,Ken Shamrock,53.807
Matt Serra,Ivan Menjivar,Matt Serra,7.784
Chuck Liddell,Tito Ortiz,Chuck Liddell,21.224
Nick Diaz,Robbie Lawler,Nick Diaz,18.929
Chris Lytle,Tiki Ghosn,Chris Lytle,19.451
Yves Edwards,Hermes Franca,Yves Edwards,11.829
Jonathan Wiezorek,Wade Shipp,Jonathan Wiezorek,24.502
Genki Sudo,Mike Brown,Genki Sudo,14.373
Andrei Arlovski,Wesley Correira,Andrei Arlovski,20.944
Mike Kyle,Wes Sims,Mike Kyle,10.094
BJ Penn,Matt Hughes,BJ Penn,19.305
Vitor Belfort,Randy Couture,Vitor Belfort,48.474
Frank Mir,Wes Sims,Frank Mir,46.946
Georges St-Pierre,Karo Parisyan,Georges St-Pierre,16.106
Matt Serra,Jeff Curran,Matt Serra,11.613
Josh Thomson,Hermes Franca,Josh Thomson,15.049
Renato Verissimo,Carlos Newton,Renato Verissimo,11.635
Lee Murray,Jorge Rivera,Lee Murray,8.23
Matt Hughes,Frank Trigg,Matt Hughes,6.306
Yves Edwards,Nick Agallar,Yves Edwards,18.116
Matt Lindland,Falaniko Vitale,Matt Lindland,37.901
Evan Tanner,Phil Baroni,Evan Tanner,20.5
Wesley Correira,David Abbott,Wesley Correira,13.188
Keith Rockel,Chris Liguori,Keith Rockel,12.592
Pedro Rizzo,Ricco Rodriguez,Pedro Rizzo,14.264
Robbie Lawler,Chris Lytle,Robbie Lawler,15.703
Rich Franklin,Edwin DeWees,Rich Franklin,23.613
Jorge Rivera,David Loiseau,Jorge Rivera,21.645
Randy Couture,Tito Ortiz,Randy Couture,13.109
Tim Sylvia,Gan McGee,Tim Sylvia,17.718
Andrei Arlovski,Vladimir Matyushenko,Andrei Arlovski,17.148
Nick Diaz,Jeremy Jackson,Nick Diaz,13.357
Karo Parisyan,Dave Strasser,Karo Parisyan,10.347
Josh Thomson,Gerald Strebendt,Josh Thomson,7.765
Hermes Franca,Caol Uno,Hermes Franca,13.903
Frank Mir,Wes Sims,Frank Mir,16.133
Falaniko Vitale,Matt Lindland,Falaniko Vitale,7.65
Randy Couture,Chuck Liddell,Randy Couture,19.885
Kimo Leopoldo,David Abbott,Kimo Leopoldo,9.118
Pedro Rizzo,Tra Telligman,Pedro Rizzo,44.833
Yves Edwards,Eddie Ruiz,Yves Edwards,17.012
Vitor Belfort,Marvin Eastman,Vitor Belfort,22.118
Vernon White,Ian Freeman,,11.246
Pete Spratt,Robbie Lawler,Pete Spratt,18.691
Rich Franklin,Evan Tanner,Rich Franklin,30.802
Duane Ludwig,Genki Sudo,Duane Ludwig,14.398
Wesley Correira,Sean Alvarez,Wesley Correira,14.804
Dave Strasser,Romie Aram,Dave Strasser,19.251
Matt Hughes,Sean Sherk,Matt Hughes,21.744
David Loiseau,Mark Weir,David Loiseau,14.91
Hermes Franca,Richard Crunkilton,Hermes Franca,16.272
Tim Sylvia,Ricco Rodriguez,Tim Sylvia,17.641
Frank Mir,David Abbott,Frank Mir,7.579
Matt Lindland,Phil Baroni,Matt Lindland,42.043
Gan McGee,Alexandre Dantas,Gan McGee,9.429
BJ Penn,Caol Uno,,49.629
Vladimir Matyushenko,Pedro Rizzo,Vladimir Matyushenko,15.976
Din Thomas,Matt Serra,Din Thomas,19.416
Yves Edwards,Rich Clementi,Yves Edwards,16.204
Tito Ortiz,Ken Shamrock,Tito Ortiz,13.044
Chuck Liddell,Renato Sobral,Chuck Liddell,24.542
Robbie Lawler,Tiki Ghosn,Robbie Lawler,21.903
Matt Hughes,Gil Castillo,Matt Hughes,17.729
Carlos Newton,Pete Spratt,Carlos Newton,4.21
Vladimir Matyushenko,Travis Wiuff,Vladimir Matyushenko,11.127
Phillip Miller,Mark Weir,Phillip Miller,16.884
Andrei Arlovski,Ian Freeman,Andrei Arlovski,19.56
Gan McGee,Pedro Rizzo,Gan McGee,19.171
BJ Penn,Matt Serra,BJ Penn,23.871
Ricco Rodriguez,Randy Couture,Ricco Rodriguez,10.403
Tim Sylvia,Wesley Correira,Tim Sylvia,23.821
Caol Uno,Din Thomas,Caol Uno,12.167
Phil Baroni,Dave Menne,Phil Baroni,21.214
Matt Lindland,Ivan Salaverry,Matt Lindland,10.734
Sean Sherk,Benji Radach,Sean Sherk,20.595
Matt Hughes,Carlos Newton,Matt Hughes,43.525
Evan Tanner,Chris Haseman,Evan Tanner,16.815
Mark Weir,Eugene Jackson,Mark Weir,19.535
Genki Sudo,Leigh Remedios,Genki Sudo,9.383
Ian Freeman,Frank Mir,Ian Freeman,24.054
Phillip Miller,James Zikic,Phillip Miller,18.621
Renato Sobral,Elvis Sinosic,Renato Sobral,8.762
Robbie Lawler,Steve Berger,Robbie Lawler,15.308
Benji Radach,Nick Serra,Benji Radach,10.596
Yves Edwards,Joao Pierini,Yves Edwards,27.189
Chuck Liddell,Vitor Belfort,Chuck Liddell,21.425
Tony Fryklund,Rodrigo Ruas,Tony Fryklund,11.175
Pete Spratt,Zach Light,Pete Spratt,11.004
Caol Uno,Yves Edwards,Caol Uno,14.585
Ivan Salaverry,Andrei Semenov,Ivan Salaverry,12.029
Ricco Rodriguez,Tsuyoshi Kohsaka,Ricco Rodriguez,11.246
Phil Baroni,Amar Suloev,Phil Baroni,18.871
BJ Penn,Paul Creighton,BJ Penn,26.814
Benji Radach,Steve Berger,,24.191
Murilo Bustamante,Matt Lindland,Murilo Bustamante,11.888
Robbie Lawler,Aaron Riley,Robbie Lawler,15.438
Evan Tanner,Elvis Sinosic,Evan Tanner,15.18
Pedro Rizzo,Andrei Arlovski,Pedro Rizzo,19.681
Matt Lindland,Pat Miletich,Matt Lindland,10.079
Matt Serra,Kelly Dullanty,Matt Serra,13.299
Josh Barnett,Randy Couture,Josh Barnett,11.998
Frank Mir,Pete Williams,Frank Mir,21.585
Sean Sherk,Jutaro Nakao,Sean Sherk,17.44
Matt Hughes,Hayato Sakurai,Matt Hughes,15.093
Murilo Bustamante,Dave Menne,Murilo Bustamante,17.421
