R_fighter,B_fighter,R_record,B_record,Rematch,R_SIG_STR.,B_SIG_STR.,R_CTRL,B_CTRL,win_by,last_round,last_round_time,date,Fight_type,Winner,Excitement
Dustin Poirier,Jim Miller,20_5_0,28_8_0,False,97_216,71_135,237,82,Decision - Majority,3,300,11-Feb-17,Men's Bout,Dustin Poirier,17.245
Wilson Reis,Yuta Sasaki,21_6_0,19_3_2,False,34_84,34_105,526,68,Decision - Unanimous,3,300,11-Feb-17,Men's Bout,Wilson Reis,12.517
Glover Teixeira,Jared Cannonier,25_5_0,9_1_0,False,24_53,21_46,638,10,Decision - Unanimous,3,300,11-Feb-17,Men's Bout,Glover Teixeira,17.301
Nik Lentz,Islam Makhachev,27_7_2,14_1_0,False,13_35,43_58,31,714,Decision - Unanimous,3,300,11-Feb-17,Men's Bout,Islam Makhachev,16.135
Randy Brown,Belal Muhammad,9_1_0,10_2_0,False,52_145,71_152,26,353,Decision - Unanimous,3,300,11-Feb-17,Men's Bout,Belal Muhammad,23.242
Holly Holm,Germaine de Randamie,10_1_0,6_3_0,False,77_182,80_150,497,38,Decision - Unanimous,5,300,11-Feb-17,Women's Title Bout,Germaine de Randamie,22.684
Ricky Glenn,Phillipe Nover,18_5_1,11_7_1,False,52_115,50_102,272,0,Decision - Split,3,300,11-Feb-17,Men's Bout,Ricky Glenn,17.799
Ryan LaFlare,Roan Carneiro,12_1_0,21_10_0,False,29_91,19_50,309,113,Decision - Unanimous,3,300,11-Feb-17,Men's Bout,Ryan LaFlare,18.61
Abel Trujillo,James Vick,15_6_0,9_1_0,False,11_33,25_67,135,141,Submission,3,49,4-Feb-17,Men's Bout,James Vick,19.057
Adam Milstead,Curtis Blaydes,15_6_0,9_1_0,False,1_1,25_33,0,305,Overturned,2,59,4-Feb-17,Men's Bout,,22.813
Jessica Andrade,Angela Hill,16_5_0,7_2_0,False,131_322,89_209,95,6,Decision - Unanimous,3,300,4-Feb-17,Women's Bout,Jessica Andrade,21.264
Dennis Bermudez,Chan Sung Jung,16_5_0,13_5_0,False,20_34,17_35,20,5,KO/TKO,1,149,4-Feb-17,Men's Bout,Chan Sung Jung,21.667
Ovince Saint Preux,Volkan Oezdemir,19_9_0,13_1_0,False,76_189,82_182,39,84,Decision - Split,3,300,4-Feb-17,Men's Bout,Volkan Oezdemir,25.208
Chas Skelly,Chris Gruetzemacher,16_2_0,13_1_0,False,21_52,28_43,280,0,Submission,2,121,4-Feb-17,Men's Bout,Chas Skelly,23.042
Anthony Hamilton,Marcel Fortuna,15_6_0,8_1_0,False,14_37,15_30,25,1,KO/TKO,1,190,4-Feb-17,Men's Bout,Marcel Fortuna,24.61
Ricardo Ramos,Michinori Tanaka,9_2_0,11_2_0,False,45_88,28_73,102,211,Decision - Unanimous,3,300,4-Feb-17,Men's Bout,Ricardo Ramos,23.214
Alexa Grasso,Felice Herrig,9_0_1,11_6_0,False,80_206,60_246,14,37,Decision - Unanimous,3,300,4-Feb-17,Women's Bout,Felice Herrig,24.086
Alex Morono,Niko Price,9_0_1,11_6_0,False,45_131,23_117,8,0,Overturned,2,300,4-Feb-17,Men's Bout,,23.808
Daniel Jolly,Khalil Rountree Jr.,5_2_0,5_2_0,False,0_3,3_3,8,1,KO/TKO,1,52,4-Feb-17,Men's Bout,Khalil Rountree Jr.,14.209
Tecia Torres,Bec Rawlings,7_1_0,7_5_0,False,81_189,37_151,251,111,Decision - Unanimous,3,300,4-Feb-17,Women's Bout,Tecia Torres,19.344
Bobby Nash,Li Jingliang,8_1_0,11_4_0,False,39_106,37_75,221,10,KO/TKO,2,285,28-Jan-17,Men's Bout,Li Jingliang,20.716
Alex Caceres,Jason Knight,12_10_0,18_1_0,False,27_58,31_95,1,204,Submission,2,261,28-Jan-17,Men's Bout,Jason Knight,22.1
Valentina Shevchenko,Julianna Pena,13_2_1,9_2_0,False,13_17,27_35,163,360,Submission,2,269,28-Jan-17,Women's Bout,Valentina Shevchenko,20.161
Raphael Assuncao,Aljamain Sterling,23_5_0,12_1_0,False,39_101,52_172,0,2,Decision - Split,3,300,28-Jan-17,Men's Bout,Raphael Assuncao,25.614
Nate Marquardt,Sam Alvey,35_16_2,29_8_0,False,28_65,36_84,112,121,Decision - Unanimous,3,300,28-Jan-17,Men's Bout,Sam Alvey,17.61
Donald Cerrone,Jorge Masvidal,32_7_0,31_11_0,False,30_65,58_102,0,6,KO/TKO,2,60,28-Jan-17,Men's Bout,Jorge Masvidal,22.519
Henrique da Silva,Jordan Johnson,14_2_0,6_0_0,False,22_43,39_67,20,581,Decision - Unanimous,3,300,28-Jan-17,Men's Bout,Jordan Johnson,25.193
Marcos Rogerio de Lima,Jeremy Kimball,14_5_1,14_5_0,False,12_25,5_17,4,18,KO/TKO,1,147,28-Jan-17,Men's Bout,Marcos Rogerio de Lima,18.704
Andrei Arlovski,Francis Ngannou,25_13_0,9_1_0,False,3_9,8_13,0,3,KO/TKO,1,92,28-Jan-17,Men's Bout,Francis Ngannou,26.095
Eric Spicely,Alessio Di Chirico,11_2_0,10_1_0,False,1_3,1_2,51,46,Submission,1,134,28-Jan-17,Men's Bout,Eric Spicely,19.139
Jason Gonzalez,JC Cottrell,10_3_0,17_4_0,False,4_18,1_6,7,157,Submission,1,234,28-Jan-17,Men's Bout,Jason Gonzalez,7.387
Alexandre Pantoja,Eric Shelton,16_2_0,10_2_0,False,37_99,32_93,230,171,Decision - Split,3,300,28-Jan-17,Men's Bout,Alexandre Pantoja,20.746
Yair Rodriguez,BJ Penn,11_1_0,16_10_2,False,55_111,4_22,19,22,KO/TKO,2,24,15-Jan-17,Men's Bout,Yair Rodriguez,24.286
Joe Lauzon,Marcin Held,26_13_0,22_5_0,False,20_62,23_78,97,491,Decision - Split,3,300,15-Jan-17,Men's Bout,Joe Lauzon,9.35
Anthony Rocco Martin,Alex White,10_3_0,11_2_0,False,20_40,11_30,744,40,Decision - Unanimous,3,300,15-Jan-17,Men's Bout,Anthony Rocco Martin,13.05
Court McGee,Ben Saunders,19_5_0,20_7_2,False,54_172,49_139,229,0,Decision - Unanimous,3,300,15-Jan-17,Men's Bout,Ben Saunders,15.36
Frankie Saenz,Augusto Mendes,11_4_0,5_1_0,False,40_106,42_109,154,132,Decision - Split,3,300,15-Jan-17,Men's Bout,Augusto Mendes,20.373
Walt Harris,Chase Sherman,8_5_0,12_2_0,False,32_73,20_63,2,0,KO/TKO,2,161,15-Jan-17,Men's Bout,Walt Harris,23.976
John Moraga,Sergio Pettis,16_5_0,14_2_0,False,33_120,48_159,163,84,Decision - Unanimous,3,300,15-Jan-17,Men's Bout,Sergio Pettis,18.183
Devin Powell,Drakkar Klose,8_1_0,6_0_1,False,22_80,68_110,7,486,Decision - Unanimous,3,300,15-Jan-17,Men's Bout,Drakkar Klose,22.765
Jocelyn Jones-Lybarger,Nina Nunes,6_3_0,6_5_0,False,21_73,48_106,3,511,Submission,3,219,15-Jan-17,Women's Bout,Nina Nunes,10.367
Bojan Mihajlovic,Joachim Christensen,10_4_0,13_4_0,False,22_54,41_95,66,332,KO/TKO,3,125,15-Jan-17,Men's Bout,Joachim Christensen,13.131
Aleksei Oleinik,Viktor Pesta,53_10_1,10_3_0,False,7_15,7_19,34,103,Submission,1,177,15-Jan-17,Men's Bout,Aleksei Oleinik,10.644
Dmitrii Smoliakov,Cyril Asker,9_1_0,7_2_0,False,5_10,19_47,0,82,KO/TKO,1,161,15-Jan-17,Men's Bout,Cyril Asker,22.518
Dong Hyun Kim,Tarec Saffiedine,21_3_1,16_5_0,False,36_107,52_105,317,85,Decision - Split,3,300,30-Dec-16,Men's Bout,Dong Hyun Kim,16.475
Johny Hendricks,Neil Magny,17_5_0,18_6_0,False,18_36,50_91,600,1,Decision - Unanimous,3,300,30-Dec-16,Men's Bout,Neil Magny,13.719
TJ Dillashaw,John Lineker,14_3_0,29_7_0,False,71_119,38_90,413,18,Decision - Unanimous,3,300,30-Dec-16,Men's Bout,TJ Dillashaw,18.307
Louis Smolka,Ray Borg,14_2_0,9_2_0,False,10_43,21_38,45,653,Decision - Unanimous,3,300,30-Dec-16,Men's Bout,Ray Borg,14.71
Dominick Cruz,Cody Garbrandt,22_1_0,10_0_0,False,88_291,68_195,1,39,Decision - Unanimous,5,300,30-Dec-16,Men's Title Bout,Cody Garbrandt,32.096
Antonio Carlos Junior,Marvin Vettori,7_2_0,11_2_0,False,28_75,29_70,334,179,Decision - Unanimous,3,300,30-Dec-16,Men's Bout,Antonio Carlos Junior,17.458
Mike Pyle,Alex Garcia,27_12_1,13_3_0,False,5_24,14_29,0,89,KO/TKO,1,214,30-Dec-16,Men's Bout,Alex Garcia,13.787
Amanda Nunes,Ronda Rousey,13_4_0,12_1_0,False,27_47,7_14,0,0,KO/TKO,1,48,30-Dec-16,Women's Title Bout,Amanda Nunes,30.042
Brandon Thatch,Niko Price,11_4_0,8_0_0,False,8_14,6_16,1,171,Submission,1,270,30-Dec-16,Men's Bout,Niko Price,20.86
Alex Oliveira,Tim Means,11_4_0,8_0_0,False,6_10,17_23,79,62,Could Not Continue,1,213,30-Dec-16,Men's Bout,,23.122
Paige VanZant,Michelle Waterson-Gomez,7_2_0,13_5_0,False,5_12,12_17,0,107,Submission,1,201,17-Dec-16,Women's Bout,Michelle Waterson-Gomez,16.829
Henrique da Silva,Paul Craig,14_1_0,8_0_0,False,16_24,31_49,201,128,Submission,2,119,17-Dec-16,Men's Bout,Paul Craig,28.086
Sage Northcutt,Mickey Gall,8_1_0,3_0_0,False,13_23,9_18,63,205,Submission,2,100,17-Dec-16,Men's Bout,Mickey Gall,26.999
Cole Miller,Mizuto Hirota,21_10_0,17_7_2,False,21_60,57_114,63,588,Decision - Unanimous,3,300,17-Dec-16,Men's Bout,Mizuto Hirota,10.228
Alan Jouban,Mike Perry,14_4_0,9_0_0,False,69_133,37_90,66,0,Decision - Unanimous,3,300,17-Dec-16,Men's Bout,Alan Jouban,28.557
Urijah Faber,Brad Pickett,33_10_0,25_12_0,False,70_126,18_65,381,31,Decision - Unanimous,3,300,17-Dec-16,Men's Bout,Urijah Faber,15.122
Bryan Barberena,Colby Covington,12_3_0,10_1_0,False,41_111,76_141,0,547,Decision - Unanimous,3,300,17-Dec-16,Men's Bout,Colby Covington,19.277
Leslie Smith,Irene Aldana,8_7_1,7_2_0,False,169_401,108_256,17,6,Decision - Unanimous,3,300,17-Dec-16,Women's Bout,Leslie Smith,22.694
James Moontasri,Alex Morono,9_4_0,12_4_0,False,46_95,111_186,19,54,Decision - Unanimous,3,300,17-Dec-16,Men's Bout,Alex Morono,22.103
Eddie Wineland,Takeya Mizugaki,22_11_1,21_10_2,False,9_32,13_40,6,0,KO/TKO,1,184,17-Dec-16,Men's Bout,Eddie Wineland,17.905
Hector Sandoval,Fredy Serrano,12_3_0,3_1_0,False,33_67,22_87,160,8,Decision - Unanimous,3,300,17-Dec-16,Men's Bout,Hector Sandoval,22.577
Josh Emmett,Scott Holtzman,10_0_0,9_1_0,False,87_160,65_179,239,195,Decision - Unanimous,3,300,17-Dec-16,Men's Bout,Josh Emmett,28.314
Bojan Velickovic,Sultan Aliev,14_3_1,13_2_0,False,22_53,15_26,24,552,Decision - Split,3,300,17-Dec-16,Men's Bout,Sultan Aliev,17.867
Donald Cerrone,Matt Brown,31_7_0,22_15_0,False,63_147,70_128,35,4,KO/TKO,3,34,10-Dec-16,Men's Bout,Donald Cerrone,21.224
Max Holloway,Anthony Pettis,17_3_0,19_5_0,False,94_208,53_158,36,84,KO/TKO,3,290,10-Dec-16,Men's Title Bout,Max Holloway,21.089
Olivier Aubin-Mercier,Drew Dober,8_2_0,18_7_0,False,27_53,24_71,93,72,Submission,2,177,10-Dec-16,Men's Bout,Olivier Aubin-Mercier,19.085
Nikita Krylov,Misha Cirkunov,25_4_0,12_2_0,False,16_29,8_18,93,40,Submission,1,278,10-Dec-16,Men's Bout,Misha Cirkunov,21.526
Tim Kennedy,Kelvin Gastelum,18_5_0,13_2_0,False,45_108,62_110,234,70,KO/TKO,3,165,10-Dec-16,Men's Bout,Kelvin Gastelum,20.102
Cub Swanson,Dooho Choi,23_7_0,14_1_0,False,111_210,77_160,150,53,Decision - Unanimous,3,300,10-Dec-16,Men's Bout,Cub Swanson,26.176
Mitch Gagnon,Matthew Lopez,12_3_0,8_1_0,False,31_50,30_54,124,557,Decision - Unanimous,3,300,10-Dec-16,Men's Bout,Matthew Lopez,20.756
Valerie Letourneau,Viviane Pereira,8_5_0,11_0_0,False,47_153,25_97,106,224,Decision - Split,3,300,10-Dec-16,Women's Bout,Viviane Pereira,20.133
Jason Saggo,Rustam Khabilov,12_2_0,20_3_0,False,19_72,42_102,0,348,Decision - Unanimous,3,300,10-Dec-16,Men's Bout,Rustam Khabilov,19.499
Jordan Mein,Emil Meek,29_10_0,8_2_1,False,34_61,50_133,98,504,Decision - Unanimous,3,300,10-Dec-16,Men's Bout,Emil Meek,14.741
John Makdessi,Lando Vannata,14_6_0,8_1_0,False,11_13,10_32,0,1,KO/TKO,1,100,10-Dec-16,Men's Bout,Lando Vannata,29.99
Zach Makovsky,Dustin Ortiz,20_7_0,15_6_0,False,21_44,34_65,127,490,Decision - Split,3,300,10-Dec-16,Men's Bout,Dustin Ortiz,12.944
Francis Ngannou,Anthony Hamilton,8_1_0,15_5_0,False,1_1,0_3,6,44,Submission,1,117,9-Dec-16,Men's Bout,Francis Ngannou,22.134
Joseph Gigliotti,Gerald Meerschaert,7_1_0,25_8_0,False,5_20,14_34,39,65,Submission,1,252,9-Dec-16,Men's Bout,Gerald Meerschaert,18.022
Derrick Lewis,Shamil Abdurakhimov,16_5_0,17_3_0,False,39_90,15_37,102,452,KO/TKO,4,222,9-Dec-16,Men's Bout,Derrick Lewis,16.299
Andrew Sanchez,Trevor Smith,9_2_0,14_6_0,False,74_204,61_141,27,43,Decision - Unanimous,3,300,9-Dec-16,Men's Bout,Andrew Sanchez,21.935
Randy Brown,Brian Camozzi,8_1_0,7_2_0,False,42_82,11_35,236,30,KO/TKO,2,85,9-Dec-16,Men's Bout,Randy Brown,19.093
Gian Villante,Saparbeg Safarov,14_7_0,8_0_0,False,60_108,37_131,23,12,KO/TKO,2,174,9-Dec-16,Men's Bout,Gian Villante,27.801
Corey Anderson,Sean O'Connell,9_2_0,17_8_0,False,66_103,9_22,406,0,KO/TKO,2,156,9-Dec-16,Men's Bout,Corey Anderson,14.005
Frankie Perez,Marc Diakiese,10_2_0,11_0_0,False,20_51,9_34,204,429,Decision - Unanimous,3,300,9-Dec-16,Men's Bout,Marc Diakiese,19.545
Justine Kish,Ashley Yoder,5_0_0,5_2_0,False,51_107,44_116,325,120,Decision - Unanimous,3,300,9-Dec-16,Women's Bout,Justine Kish,22.441
Tiago dos Santos e Silva,Shane Burgos,20_6_2,7_0_0,False,56_200,73_189,112,87,Decision - Unanimous,3,300,9-Dec-16,Men's Bout,Shane Burgos,22.767
Juliana Lima,JJ Aldrich,8_3_0,6_1_0,False,56_124,31_81,424,46,Decision - Unanimous,3,300,9-Dec-16,Women's Bout,Juliana Lima,18.874
Keith Berish,Ryan Janes,5_0_0,8_1_0,False,61_168,82_214,52,178,Decision - Unanimous,3,300,9-Dec-16,Men's Bout,Ryan Janes,28.972
Jake Ellenberger,Jorge Masvidal,31_11_0,30_11_0,False,11_31,44_63,3,38,KO/TKO,1,245,3-Dec-16,Men's Bout,Jorge Masvidal,19.031
Brandon Moreno,Ryan Benoit,13_3_0,9_4_0,False,54_143,23_93,290,16,Decision - Split,3,300,3-Dec-16,Men's Bout,Brandon Moreno,15.505
Gray Maynard,Ryan Hall,12_5_1,5_1_0,False,12_42,46_117,178,0,Decision - Unanimous,3,300,3-Dec-16,Men's Bout,Ryan Hall,20.844
Rob Font,Matt Schnell,12_2_0,10_2_0,False,26_33,14_33,130,0,KO/TKO,1,227,3-Dec-16,Men's Bout,Rob Font,23.943
Ion Cutelaba,Jared Cannonier,12_2_0,8_1_0,False,45_142,59_94,286,189,Decision - Unanimous,3,300,3-Dec-16,Men's Bout,Jared Cannonier,22.209
Sara McMann,Alexis Davis,9_3_0,17_6_0,False,14_36,21_29,0,370,Submission,2,172,3-Dec-16,Women's Bout,Sara McMann,10.845
Demetrious Johnson,Tim Elliott,24_2_1,14_7_1,False,28_58,24_61,998,218,Decision - Unanimous,5,300,3-Dec-16,Men's Title Bout,Demetrious Johnson,14.884
Josh Stansbury,Devin Clark,4_6_0,6_1_0,False,36_66,47_103,231,280,Decision - Unanimous,3,300,3-Dec-16,Men's Bout,Devin Clark,20.23
Kailin Curran,Jamie Moyle,4_2_0,3_1_0,False,47_134,73_121,439,86,Decision - Unanimous,3,300,3-Dec-16,Women's Bout,Jamie Moyle,16.326
Dong Hyun Ma,Brendan O'Reilly,13_8_3,6_2_0,False,21_32,25_38,595,221,Decision - Unanimous,3,300,3-Dec-16,Men's Bout,Dong Hyun Ma,14.423
Elvis Mutapcic,Anthony Smith,15_5_1,27_12_0,False,29_81,48_90,258,3,KO/TKO,2,207,3-Dec-16,Men's Bout,Anthony Smith,13.528
Joseph Benavidez,Henry Cejudo,24_4_0,10_1_0,False,69_232,68_195,1,13,Decision - Split,3,300,3-Dec-16,Men's Bout,Joseph Benavidez,25.797
Robert Whittaker,Derek Brunson,17_4_0,16_3_0,False,33_58,19_42,7,72,KO/TKO,1,247,26-Nov-16,Men's Bout,Robert Whittaker,21.171
Daniel Kelly,Chris Camozzi,11_1_0,24_11_0,False,39_102,56_115,404,0,Decision - Unanimous,3,300,26-Nov-16,Men's Bout,Daniel Kelly,20.527
Damien Brown,Jon Tuck,16_9_0,9_3_0,False,34_130,39_87,0,227,Decision - Split,3,300,26-Nov-16,Men's Bout,Damien Brown,15.338
Khalil Rountree Jr.,Tyson Pedro,5_1_0,5_0_0,False,3_7,4_7,0,189,Submission,1,247,26-Nov-16,Men's Bout,Tyson Pedro,23.207
Yusuke Kasuya,Alexander Volkanovski,9_2_0,13_2_0,False,4_10,50_76,99,261,KO/TKO,2,126,26-Nov-16,Men's Bout,Alexander Volkanovski,16.546
Jake Matthews,Andrew Holbrook,11_2_0,11_1_0,False,22_62,30_53,319,173,Decision - Split,3,300,26-Nov-16,Men's Bout,Andrew Holbrook,22.473
Seo Hee Ham,Danielle Taylor,17_7_0,7_2_0,False,31_103,45_162,8,0,Decision - Split,3,300,26-Nov-16,Women's Bout,Danielle Taylor,20.109
Ben Nguyen,Geane Herrera,14_6_0,9_2_0,False,105_255,22_107,2,38,Decision - Unanimous,3,300,26-Nov-16,Men's Bout,Ben Nguyen,21.333
Kyle Noke,Omari Akhmedov,22_9_1,15_4_0,False,16_51,23_74,0,387,Decision - Unanimous,3,300,26-Nov-16,Men's Bout,Omari Akhmedov,12.542
Richard Walsh,Jonathan Meunier,9_4_0,7_1_0,False,18_88,74_155,173,80,Decision - Unanimous,3,300,26-Nov-16,Men's Bout,Jonathan Meunier,19.695
Dan Hooker,Jason Knight,13_6_0,17_1_0,False,47_100,59_185,43,293,Decision - Unanimous,3,300,26-Nov-16,Men's Bout,Jason Knight,21.941
Marlon Vera,Guangyou Ning,7_3_1,5_3_1,False,36_72,46_107,163,168,Decision - Unanimous,3,300,26-Nov-16,Men's Bout,Marlon Vera,17.107
Yao Zhikui,Jenel Lausa,2_3_0,6_2_0,False,29_124,56_109,115,51,Decision - Unanimous,3,300,26-Nov-16,Men's Bout,Jenel Lausa,17.715
Marcos Rogerio de Lima,Gadzhimurad Antigulov,14_4_1,18_4_0,False,2_6,0_4,21,29,Submission,1,67,19-Nov-16,Men's Bout,Gadzhimurad Antigulov,7.123
Cezar Ferreira,Jack Hermansson,10_5_0,14_2_0,False,10_30,14_49,81,2,Submission,2,131,19-Nov-16,Men's Bout,Cezar Ferreira,19.975
Thomas Almeida,Albert Morales,21_1_0,6_0_1,False,41_79,18_74,6,36,KO/TKO,2,97,19-Nov-16,Men's Bout,Thomas Almeida,30.994
Ryan Bader,Rogerio Nogueira,22_5_0,22_7_0,True,86_116,3_12,680,0,KO/TKO,3,231,19-Nov-16,Men's Bout,Ryan Bader,40.063
Thales Leites,Krzysztof Jotko,26_6_0,18_1_0,False,4_14,42_83,169,483,Decision - Unanimous,3,300,19-Nov-16,Men's Bout,Krzysztof Jotko,15.66
Warlley Alves,Kamaru Usman,11_2_0,8_2_0,False,25_73,71_150,0,322,Decision - Unanimous,3,300,19-Nov-16,Men's Bout,Kamaru Usman,20.879
Claudia Gadelha,Cortney Casey,13_2_0,6_3_0,False,34_80,22_68,385,19,Decision - Unanimous,3,300,19-Nov-16,Women's Bout,Claudia Gadelha,17.697
Luis Henrique,Christian Colombo,9_2_0,8_1_1,False,31_52,3_14,554,0,Submission,3,132,19-Nov-16,Men's Bout,Luis Henrique,17.783
Pedro Munhoz,Justin Scoggins,12_2_0,11_2_0,False,28_79,44_102,8,7,Submission,2,115,19-Nov-16,Men's Bout,Pedro Munhoz,26.552
Johnny Eduardo,Manvel Gamburyan,27_10_0,15_9_0,False,26_54,11_24,31,0,KO/TKO,2,46,19-Nov-16,Men's Bout,Johnny Eduardo,21.045
Sergio Moraes,Zak Ottow,10_2_1,14_3_0,False,35_91,44_141,244,0,Decision - Split,3,300,19-Nov-16,Men's Bout,Sergio Moraes,19.72
Francimar Barroso,Darren Stewart,10_2_1,14_3_0,False,0_1,7_10,0,75,Overturned,1,94,19-Nov-16,Men's Bout,,7.63
Gegard Mousasi,Uriah Hall,40_6_2,13_7_0,True,20_40,12_25,44,0,KO/TKO,1,277,19-Nov-16,Men's Bout,Gegard Mousasi,49.262
Kevin Lee,Magomed Mustafaev,13_2_0,13_2_0,False,20_28,20_34,397,61,Submission,2,271,19-Nov-16,Men's Bout,Kevin Lee,22.363
Ross Pearson,Stevie Ray,19_12_0,19_6_0,False,38_92,49_117,8,192,Decision - Split,3,300,19-Nov-16,Men's Bout,Stevie Ray,17.784
Magnus Cedenblad,Jack Marshman,14_4_0,20_5_0,False,36_83,42_91,270,13,KO/TKO,2,220,19-Nov-16,Men's Bout,Jack Marshman,13.84
Timothy Johnson,Alexander Volkov,10_2_0,27_6_0,False,43_93,45_84,273,225,Decision - Split,3,300,19-Nov-16,Men's Bout,Alexander Volkov,17.739
Anna Elmose,Amanda Cooper,3_1_0,1_2_0,False,63_129,69_172,134,183,Decision - Unanimous,3,300,19-Nov-16,Women's Bout,Amanda Cooper,20.476
Artem Lobov,Teruto Ishihara,12_12_1,9_2_2,False,82_160,48_119,49,69,Decision - Unanimous,3,300,19-Nov-16,Men's Bout,Artem Lobov,21.857
Charlie Ward,Abdul Razak Alhassan,3_1_0,6_1_0,False,2_14,12_22,0,7,KO/TKO,1,53,19-Nov-16,Men's Bout,Abdul Razak Alhassan,24.637
Justin Ledet,Mark Godbeer,7_0_0,11_2_0,False,3_11,5_11,75,10,Submission,1,136,19-Nov-16,Men's Bout,Justin Ledet,20.681
Kyoji Horiguchi,Ali Bagautinov,18_2_0,15_5_0,False,55_92,36_84,272,169,Decision - Unanimous,3,300,19-Nov-16,Men's Bout,Kyoji Horiguchi,21.217
Zak Cummings,Alexander Yakovlev,19_5_0,23_7_1,False,24_80,18_41,70,2,Submission,2,242,19-Nov-16,Men's Bout,Zak Cummings,17.521
Marion Reneau,Milana Dudieva,6_3_0,11_5_0,False,48_136,17_47,261,149,KO/TKO,3,183,19-Nov-16,Women's Bout,Marion Reneau,12.128
Brett Johns,Kwan Ho Kwak,12_0_0,9_0_0,False,49_80,53_128,596,9,Decision - Unanimous,3,300,19-Nov-16,Men's Bout,Brett Johns,28.389
Rafael Natal,Tim Boetsch,21_7_1,19_10_0,False,5_18,14_25,0,4,KO/TKO,1,202,12-Nov-16,Men's Bout,Tim Boetsch,19.48
Tyron Woodley,Stephen Thompson,16_3_0,13_1_0,False,61_141,43_161,290,148,Decision - Majority,5,300,12-Nov-16,Men's Title Bout,,23.913
Eddie Alvarez,Conor McGregor,28_4_0,20_3_0,False,9_41,32_84,57,53,KO/TKO,2,184,12-Nov-16,Men's Title Bout,Conor McGregor,19.402
Frankie Edgar,Jeremy Stephens,19_5_1,25_12_0,False,40_76,33_146,289,3,Decision - Unanimous,3,300,12-Nov-16,Men's Bout,Frankie Edgar,16.223
Vicente Luque,Belal Muhammad,10_5_1,10_1_0,False,9_21,3_10,3,0,KO/TKO,1,79,12-Nov-16,Men's Bout,Vicente Luque,25.48
Khabib Nurmagomedov,Michael Johnson,23_0_0,18_10_0,False,94_142,19_77,524,0,Submission,3,151,12-Nov-16,Men's Bout,Khabib Nurmagomedov,19.677
Joanna Jedrzejczyk,Karolina Kowalkiewicz,12_0_0,11_0_0,False,171_360,50_220,209,214,Decision - Unanimous,5,300,12-Nov-16,Women's Title Bout,Joanna Jedrzejczyk,30.472
Jim Miller,Thiago Alves,27_8_0,21_10_0,False,28_85,36_112,384,33,Decision - Unanimous,3,300,12-Nov-16,Men's Bout,Jim Miller,12.352
Chris Weidman,Yoel Romero,13_1_0,11_1_0,False,12_47,18_40,25,113,KO/TKO,3,24,12-Nov-16,Men's Bout,Yoel Romero,27.783
Liz Carmouche,Katlyn Chookagian,10_5_0,8_0_0,False,27_64,22_115,456,10,Decision - Split,3,300,12-Nov-16,Women's Bout,Liz Carmouche,19.003
Miesha Tate,Raquel Pennington,18_6_0,8_6_0,False,21_65,43_77,267,407,Decision - Unanimous,3,300,12-Nov-16,Women's Bout,Raquel Pennington,9.755
Rafael Dos Anjos,Tony Ferguson,25_8_0,22_3_0,False,121_276,199_401,30,0,Decision - Unanimous,5,300,5-Nov-16,Men's Bout,Tony Ferguson,24.652
Beneil Dariush,Rashid Magomedov,13_2_0,19_1_0,False,60_120,41_78,250,163,Decision - Unanimous,3,300,5-Nov-16,Men's Bout,Beneil Dariush,26.762
Alexa Grasso,Heather Clark,8_0_1,7_5_0,False,65_134,40_87,201,138,Decision - Unanimous,3,300,5-Nov-16,Women's Bout,Alexa Grasso,22.566
Diego Sanchez,Marcin Held,27_9_0,22_4_0,False,46_81,30_82,555,18,Decision - Unanimous,3,300,5-Nov-16,Men's Bout,Diego Sanchez,14.715
Martin Bravo,Claudio Puelles,10_0_0,8_1_0,False,56_121,29_68,2,34,KO/TKO,2,115,5-Nov-16,Men's Title Bout,Martin Bravo,33.238
Erik Perez,Felipe Arantes,16_6_0,18_7_1,False,36_96,34_68,426,116,Decision - Split,3,300,5-Nov-16,Men's Bout,Erik Perez,12.353
Ricardo Lamas,Charles Oliveira,16_5_0,21_6_0,False,11_20,13_18,147,218,Submission,2,133,5-Nov-16,Men's Bout,Ricardo Lamas,12.645
Erick Montano,Max Griffin,7_4_0,12_3_0,False,3_7,15_30,0,13,KO/TKO,1,54,5-Nov-16,Men's Bout,Max Griffin,19.392
Marco Beltran,Joe Soto,8_3_0,16_5_0,False,3_8,2_2,0,26,Submission,1,97,5-Nov-16,Men's Bout,Joe Soto,18.107
Henry Briones,Douglas Silva de Andrade,16_5_1,23_1_0,False,67_144,72_158,2,10,KO/TKO,3,153,5-Nov-16,Men's Bout,Douglas Silva de Andrade,28.377
Sam Alvey,Alex Nicholson,28_8_0,7_2_0,False,63_138,82_182,40,0,Decision - Unanimous,3,300,5-Nov-16,Men's Bout,Sam Alvey,23.195
Marco Polo Reyes,Jason Novelli,6_3_0,11_2_1,False,50_166,29_126,153,64,Decision - Split,3,300,5-Nov-16,Men's Bout,Marco Polo Reyes,17.212
Enrique Barzola,Chris Avila,12_3_1,5_3_0,False,72_127,29_105,426,0,Decision - Unanimous,3,300,5-Nov-16,Men's Bout,Enrique Barzola,15.678
Brad Pickett,Iuri Alcantara,25_11_0,32_7_0,False,1_3,26_39,11,29,Submission,1,119,8-Oct-16,Men's Bout,Iuri Alcantara,16.194
