R_fighter                 ,B_fighter                 ,R_record  ,B_record  ,Rematch ,R_KD ,B_KD ,R_SIG_STR. ,B_SIG_STR. ,R_TOTAL_STR. ,B_TOTAL_STR. ,R_TD     ,B_TD     ,R_SUB_ATT ,B_SUB_ATT ,R_CTRL ,B_CTRL ,R_HEAD  ,B_HEAD  ,win_by                  ,last_round ,last_round_time ,Format               ,date      ,Fight_type         ,Winner
George Sotiropoulos       ,Roman Mitichyan           ,8_3_0     ,8_2_0     ,False   ,   0 ,   0 ,21_35      ,2_12       ,77_96        ,7_17         ,3 of 4   ,0 of 0   ,        3 ,        0 ,   330 ,    36 ,20_33   ,0_8     ,KO/TKO                  ,         2 ,            144 ,3 Rnd (5-5-5)        ,2-Apr-08  ,Men's Bout         ,George Sotiropoulos
Anthony Johnson           ,Tommy Speer               ,10_1_0    ,21_6_0    ,False   ,   1 ,   0 ,15_25      ,0_7        ,15_25        ,0_7          ,0 of 0   ,0 of 2   ,        0 ,        0 ,     1 ,     0 ,14_24   ,0_7     ,KO/TKO                  ,         1 ,             51 ,3 Rnd (5-5-5)        ,2-Apr-08  ,Men's Bout         ,Anthony Johnson
Yushin Okami              ,Evan Tanner               ,25_6_0    ,32_6_0    ,False   ,   2 ,   0 ,26_58      ,19_44      ,31_63        ,25_50        ,0 of 0   ,1 of 3   ,        0 ,        0 ,    37 ,   117 ,14_45   ,6_26    ,KO/TKO                  ,         2 ,            180 ,3 Rnd (5-5-5)        ,1-Mar-08  ,Men's Bout         ,Yushin Okami
Josh Koscheck             ,Dustin Hazelett           ,9_3_0     ,10_3_0    ,False   ,   1 ,   0 ,24_59      ,20_59      ,25_60        ,24_63        ,1 of 1   ,0 of 0   ,        0 ,        2 ,    72 ,     0 ,14_47   ,12_50   ,KO/TKO                  ,         2 ,             84 ,3 Rnd (5-5-5)        ,1-Mar-08  ,Men's Bout         ,Josh Koscheck
Chris Leben               ,Alessio Sakara            ,17_4_0    ,16_6_0    ,False   ,   1 ,   0 ,24_50      ,13_33      ,25_52        ,15_36        ,0 of 1   ,0 of 0   ,        0 ,        0 ,    26 ,     0 ,15_35   ,12_31   ,KO/TKO                  ,         1 ,            196 ,3 Rnd (5-5-5)        ,1-Mar-08  ,Men's Bout         ,Chris Leben
Luigi Fioravanti          ,Luke Cummo                ,24_13_0   ,6_4_0     ,False   ,   0 ,   0 ,32_75      ,16_39      ,129_197      ,82_109       ,13 of 16 ,0 of 1   ,        0 ,        0 ,   635 ,    40 ,26_66   ,9_29    ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,1-Mar-08  ,Men's Bout         ,Luigi Fioravanti
Anderson Silva            ,Dan Henderson             ,22_4_0    ,25_7_0    ,False   ,   0 ,   0 ,47_59      ,20_40      ,74_88        ,52_75        ,0 of 0   ,1 of 3   ,        1 ,        0 ,   156 ,   225 ,28_40   ,11_30   ,Submission              ,         2 ,            292 ,5 Rnd (5-5-5-5-5)    ,1-Mar-08  ,Men's Title Bout   ,Anderson Silva
Jon Fitch                 ,Chris Wilson              ,23_4_0    ,17_7_0    ,False   ,   0 ,   0 ,40_76      ,22_52      ,131_169      ,32_62        ,4 of 9   ,0 of 0   ,        0 ,        1 ,   478 ,     8 ,19_46   ,10_34   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,1-Mar-08  ,Men's Bout         ,Jon Fitch
Andrei Arlovski           ,Jake O'Brien              ,20_10_0   ,14_1_0    ,False   ,   0 ,   0 ,14_35      ,4_12       ,55_86        ,37_52        ,1 of 1   ,2 of 14  ,        0 ,        0 ,   119 ,   284 ,8_27    ,3_11    ,KO/TKO                  ,         2 ,            257 ,3 Rnd (5-5-5)        ,1-Mar-08  ,Men's Bout         ,Andrei Arlovski
Heath Herring             ,Cheick Kongo              ,27_15_0   ,20_5_1    ,False   ,   1 ,   0 ,57_80      ,45_60      ,100_125      ,93_110       ,3 of 4   ,5 of 5   ,        0 ,        0 ,   351 ,   497 ,9_22    ,17_30   ,Decision - Split        ,         3 ,            300 ,3 Rnd (5-5-5)        ,1-Mar-08  ,Men's Bout         ,Heath Herring
Diego Sanchez             ,David Bielkheden          ,18_2_0    ,23_10_0   ,False   ,   0 ,   0 ,24_50      ,1_1        ,49_75        ,11_11        ,1 of 1   ,0 of 0   ,        0 ,        0 ,   270 ,     0 ,21_47   ,0_0     ,KO/TKO                  ,         1 ,            283 ,3 Rnd (5-5-5)        ,1-Mar-08  ,Men's Bout         ,Diego Sanchez
Jorge Gurgel              ,John Halverson            ,13_8_0    ,16_7_0    ,False   ,   0 ,   0 ,68_137     ,44_102     ,118_192      ,118_180      ,1 of 5   ,0 of 0   ,        0 ,        2 ,   521 ,    61 ,43_111  ,29_86   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,1-Mar-08  ,Men's Bout         ,Jorge Gurgel
Nate Marquardt            ,Jeremy Horn               ,26_8_2    ,91_19_5   ,False   ,   1 ,   0 ,22_30      ,5_11       ,28_37        ,12_19        ,2 of 2   ,1 of 3   ,        1 ,        1 ,   238 ,    83 ,16_24   ,4_9     ,Submission              ,         2 ,             97 ,3 Rnd (5-5-5)        ,2-Feb-08  ,Men's Bout         ,Nate Marquardt
Chris Lytle               ,Kyle Bradley              ,24_15_5   ,18_9_0    ,False   ,   1 ,   0 ,12_17      ,0_3        ,18_23        ,1_4          ,0 of 0   ,0 of 1   ,        0 ,        0 ,     4 ,     0 ,11_16   ,0_3     ,KO/TKO                  ,         1 ,             33 ,3 Rnd (5-5-5)        ,2-Feb-08  ,Men's Bout         ,Chris Lytle
Ricardo Almeida           ,Rob Yundt                 ,8_2_0     ,9_3_0     ,False   ,   0 ,   0 ,4_6        ,2_11       ,4_6          ,10_19        ,1 of 1   ,0 of 0   ,        1 ,        0 ,    19 ,     5 ,2_4     ,2_11    ,Submission              ,         1 ,             68 ,3 Rnd (5-5-5)        ,2-Feb-08  ,Men's Bout         ,Ricardo Almeida
Tyson Griffin             ,Gleison Tibau             ,11_3_0    ,20_3_0    ,False   ,   0 ,   0 ,60_119     ,23_93      ,82_142       ,47_117       ,0 of 2   ,6 of 8   ,        0 ,        0 ,   100 ,   212 ,26_78   ,19_88   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,2-Feb-08  ,Men's Bout         ,Tyson Griffin
Tim Boetsch               ,David Heath               ,9_1_0     ,18_6_0    ,False   ,   0 ,   0 ,42_60      ,7_31       ,46_64        ,7_31         ,1 of 2   ,0 of 0   ,        0 ,        0 ,     6 ,     0 ,25_41   ,5_29    ,KO/TKO                  ,         1 ,            292 ,3 Rnd (5-5-5)        ,2-Feb-08  ,Men's Bout         ,Tim Boetsch
Frank Mir                 ,Brock Lesnar              ,10_3_0    ,1_0_0     ,False   ,   0 ,   0 ,2_3        ,16_24      ,2_3          ,32_40        ,0 of 0   ,1 of 1   ,        3 ,        0 ,     0 ,    68 ,0_1     ,16_24   ,Submission              ,         1 ,             90 ,3 Rnd (5-5-5)        ,2-Feb-08  ,Men's Bout         ,Frank Mir
Marvin Eastman            ,Terry Martin              ,17_14_1   ,23_10_0   ,False   ,   0 ,   0 ,40_89      ,50_85      ,72_121       ,74_109       ,1 of 3   ,1 of 8   ,        0 ,        0 ,   254 ,   334 ,16_64   ,11_43   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,2-Feb-08  ,Men's Bout         ,Marvin Eastman
Antonio Rodrigo Nogueira  ,Tim Sylvia                ,30_4_1    ,31_9_0    ,False   ,   0 ,   1 ,28_70      ,53_131     ,40_85        ,87_167       ,2 of 11  ,0 of 0   ,        1 ,        0 ,    31 ,   120 ,22_63   ,51_129  ,Submission              ,         3 ,             88 ,5 Rnd (5-5-5-5-5)    ,2-Feb-08  ,Men's Title Bout   ,Antonio Rodrigo Nogueira
Rob Emerson               ,Keita Nakamura            ,15_9_0    ,30_5_2    ,False   ,   0 ,   1 ,81_212     ,57_191     ,89_220       ,66_203       ,0 of 0   ,4 of 4   ,        0 ,        0 ,     0 ,    88 ,44_174  ,53_186  ,Decision - Split        ,         3 ,            300 ,3 Rnd (5-5-5)        ,2-Feb-08  ,Men's Bout         ,Rob Emerson
Mike Swick                ,Joshua Burkman            ,10_2_0    ,27_6_0    ,False   ,   0 ,   0 ,54_101     ,39_83      ,58_105       ,49_95        ,0 of 0   ,1 of 10  ,        0 ,        0 ,    84 ,   344 ,11_54   ,9_46    ,Decision - Majority     ,         3 ,            300 ,3 Rnd (5-5-5)        ,23-Jan-08 ,Men's Bout         ,Mike Swick
Jeremy Stephens           ,Cole Miller               ,14_2_0    ,13_2_0    ,False   ,   1 ,   0 ,30_54      ,5_29       ,64_91        ,13_38        ,1 of 1   ,0 of 1   ,        0 ,        3 ,   259 ,   174 ,24_46   ,4_28    ,KO/TKO                  ,         2 ,            284 ,3 Rnd (5-5-5)        ,23-Jan-08 ,Men's Bout         ,Jeremy Stephens
Corey Hill                ,Joe Veres                 ,5_7_0     ,4_2_0     ,False   ,   0 ,   0 ,29_40      ,0_10       ,66_78        ,0_10         ,0 of 0   ,0 of 10  ,        0 ,        0 ,   205 ,    19 ,19_30   ,0_9     ,KO/TKO                  ,         2 ,             37 ,3 Rnd (5-5-5)        ,23-Jan-08 ,Men's Bout         ,Corey Hill
Kurt Pellegrino           ,Alberto Crane             ,11_4_0    ,15_4_0    ,False   ,   0 ,   1 ,23_51      ,4_26       ,37_66        ,12_36        ,1 of 2   ,0 of 4   ,        0 ,        2 ,   122 ,    45 ,19_45   ,3_24    ,KO/TKO                  ,         2 ,            115 ,3 Rnd (5-5-5)        ,23-Jan-08 ,Men's Bout         ,Kurt Pellegrino
Thiago Tavares            ,Michihiro Omigawa         ,13_1_0    ,16_9_1    ,False   ,   0 ,   0 ,19_43      ,11_32      ,68_95        ,90_112       ,7 of 14  ,1 of 1   ,        0 ,        2 ,   401 ,   230 ,14_33   ,6_27    ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,23-Jan-08 ,Men's Bout         ,Thiago Tavares
Patrick Cote              ,Drew McFedries            ,15_4_0    ,10_3_0    ,False   ,   1 ,   0 ,14_31      ,8_15       ,14_31        ,8_15         ,0 of 0   ,0 of 0   ,        0 ,        0 ,     3 ,     0 ,13_27   ,2_9     ,KO/TKO                  ,         1 ,            104 ,3 Rnd (5-5-5)        ,23-Jan-08 ,Men's Bout         ,Patrick Cote
Gray Maynard              ,Dennis Siver              ,3_0_0     ,12_4_0    ,False   ,   1 ,   0 ,26_66      ,16_40      ,79_129       ,155_198      ,2 of 2   ,1 of 2   ,        3 ,        0 ,   648 ,   155 ,23_62   ,11_33   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,23-Jan-08 ,Men's Bout         ,Gray Maynard
Matt Wiman                ,Justin Buchholz           ,8_3_0     ,14_6_0    ,False   ,   0 ,   0 ,6_9        ,3_10       ,24_30        ,3_10         ,1 of 1   ,0 of 0   ,        3 ,        0 ,   160 ,     0 ,5_8     ,3_10    ,Submission              ,         1 ,            176 ,3 Rnd (5-5-5)        ,23-Jan-08 ,Men's Bout         ,Matt Wiman
Nate Diaz                 ,Alvin Robinson            ,8_2_0     ,15_7_0    ,False   ,   0 ,   0 ,3_8        ,2_5        ,25_30        ,5_8          ,2 of 2   ,0 of 0   ,        2 ,        2 ,   151 ,    57 ,3_8     ,2_5     ,Submission              ,         1 ,            219 ,3 Rnd (5-5-5)        ,23-Jan-08 ,Men's Bout         ,Nate Diaz
Antoni Hardonk            ,Colin Robinson            ,5_4_0     ,10_11_0   ,False   ,   1 ,   0 ,5_7        ,0_2        ,5_7          ,1_3          ,0 of 0   ,0 of 0   ,        0 ,        0 ,     4 ,     0 ,2_3     ,0_2     ,KO/TKO                  ,         1 ,             17 ,3 Rnd (5-5-5)        ,19-Jan-08 ,Men's Bout         ,Antoni Hardonk
Paul Kelly                ,Paul Taylor               ,9_1_0     ,8_2_1     ,False   ,   0 ,   0 ,70_139     ,43_81      ,154_234      ,149_202      ,3 of 3   ,1 of 1   ,        0 ,        3 ,   727 ,    82 ,57_125  ,29_67   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,19-Jan-08 ,Men's Bout         ,Paul Kelly
BJ Penn                   ,Joe Stevenson             ,11_4_1    ,30_9_0    ,False   ,   2 ,   0 ,41_69      ,17_36      ,71_105       ,33_57        ,0 of 0   ,0 of 0   ,        1 ,        0 ,   393 ,     0 ,38_66   ,11_29   ,Submission              ,         2 ,            242 ,5 Rnd (5-5-5-5-5)    ,19-Jan-08 ,Men's Title Bout   ,BJ Penn
Alessio Sakara            ,James Lee                 ,15_6_0    ,15_2_0    ,False   ,   0 ,   0 ,8_10       ,0_1        ,10_12        ,0_1          ,0 of 0   ,2 of 4   ,        0 ,        0 ,     8 ,    42 ,8_10    ,0_1     ,KO/TKO                  ,         1 ,             90 ,3 Rnd (5-5-5)        ,19-Jan-08 ,Men's Bout         ,Alessio Sakara
Jorge Rivera              ,Kendall Grove             ,15_6_0    ,19_12_0   ,False   ,   1 ,   0 ,28_38      ,0_1        ,31_42        ,0_1          ,1 of 1   ,0 of 0   ,        0 ,        0 ,    65 ,     0 ,27_37   ,0_1     ,KO/TKO                  ,         1 ,             80 ,3 Rnd (5-5-5)        ,19-Jan-08 ,Men's Bout         ,Jorge Rivera
Wilson Gouveia            ,Jason Lambert             ,11_5_0    ,26_10_0   ,False   ,   1 ,   0 ,5_14       ,27_56      ,9_18         ,47_82        ,0 of 1   ,1 of 1   ,        4 ,        0 ,     7 ,   290 ,5_14    ,16_44   ,KO/TKO                  ,         2 ,             37 ,3 Rnd (5-5-5)        ,19-Jan-08 ,Men's Bout         ,Wilson Gouveia
Marcus Davis              ,Jess Liaudin              ,18_6_0    ,20_8_0    ,False   ,   1 ,   0 ,5_5        ,4_8        ,5_5          ,4_8          ,0 of 0   ,0 of 0   ,        0 ,        0 ,     2 ,     0 ,4_4     ,0_2     ,KO/TKO                  ,         1 ,             64 ,3 Rnd (5-5-5)        ,19-Jan-08 ,Men's Bout         ,Marcus Davis
Fabricio Werdum           ,Gabriel Gonzaga           ,12_4_1    ,9_2_0     ,False   ,   0 ,   0 ,46_89      ,19_33      ,64_109       ,26_40        ,0 of 1   ,3 of 4   ,        0 ,        0 ,   169 ,   121 ,43_84   ,5_16    ,KO/TKO                  ,         2 ,            274 ,3 Rnd (5-5-5)        ,19-Jan-08 ,Men's Bout         ,Fabricio Werdum
Sam Stout                 ,Per Eklund                ,12_3_1    ,13_3_1    ,False   ,   0 ,   0 ,33_127     ,20_43      ,83_180       ,39_64        ,0 of 0   ,2 of 30  ,        0 ,        1 ,   332 ,   182 ,10_98   ,5_26    ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,19-Jan-08 ,Men's Bout         ,Sam Stout
Rich Clementi             ,Melvin Guillard           ,42_21_1   ,23_11_2   ,False   ,   0 ,   0 ,6_9        ,5_18       ,10_13        ,5_18         ,2 of 2   ,1 of 1   ,        2 ,        0 ,   108 ,    28 ,1_4     ,5_18    ,Submission              ,         1 ,            280 ,3 Rnd (5-5-5)        ,29-Dec-07 ,Men's Bout         ,Rich Clementi
James Irvin               ,Luiz Cane                 ,15_7_0    ,13_2_0    ,False   ,   0 ,   0 ,5_19       ,9_20       ,5_19         ,10_21        ,0 of 1   ,1 of 1   ,        0 ,        0 ,     1 ,    12 ,2_15    ,6_17    ,DQ                      ,         1 ,            111 ,3 Rnd (5-5-5)        ,29-Dec-07 ,Men's Bout         ,James Irvin
Eddie Sanchez             ,Soa Palelei               ,14_6_0    ,18_2_0    ,False   ,   0 ,   0 ,52_115     ,21_37      ,145_212      ,27_43        ,1 of 5   ,1 of 1   ,        0 ,        0 ,   201 ,   349 ,39_98   ,6_18    ,KO/TKO                  ,         3 ,            204 ,3 Rnd (5-5-5)        ,29-Dec-07 ,Men's Bout         ,Eddie Sanchez
Lyoto Machida             ,Rameau Thierry Sokoudjou  ,11_0_0    ,17_16_0   ,False   ,   1 ,   0 ,21_48      ,6_24       ,40_68        ,19_38        ,0 of 0   ,2 of 4   ,        5 ,        2 ,   334 ,    22 ,12_36   ,4_20    ,Submission              ,         2 ,            260 ,3 Rnd (5-5-5)        ,29-Dec-07 ,Men's Bout         ,Lyoto Machida
Mark Bocek                ,Doug Evans                ,4_1_0     ,13_9_0    ,False   ,   0 ,   0 ,26_58      ,22_66      ,87_129       ,52_97        ,7 of 17  ,1 of 1   ,        0 ,        1 ,   638 ,    52 ,16_48   ,14_58   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,29-Dec-07 ,Men's Bout         ,Mark Bocek
Dean Lister               ,Jordan Radev              ,11_6_0    ,23_4_0    ,False   ,   0 ,   0 ,31_99      ,20_89      ,38_109       ,49_118       ,2 of 10  ,0 of 0   ,        0 ,        0 ,   157 ,    46 ,17_71   ,12_74   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,29-Dec-07 ,Men's Bout         ,Dean Lister
Manvel Gamburyan          ,Nate Mohr                 ,9_3_0     ,9_5_0     ,False   ,   0 ,   0 ,3_6        ,2_3        ,8_12         ,7_8          ,1 of 3   ,0 of 0   ,        1 ,        0 ,    59 ,    12 ,2_5     ,2_3     ,Submission              ,         1 ,             91 ,3 Rnd (5-5-5)        ,29-Dec-07 ,Men's Bout         ,Manvel Gamburyan
Georges St-Pierre         ,Matt Hughes               ,14_2_0    ,42_5_0    ,True    ,   0 ,   0 ,28_40      ,5_13       ,97_117       ,10_19        ,3 of 3   ,0 of 3   ,        3 ,        0 ,   420 ,    17 ,18_27   ,3_11    ,Submission              ,         2 ,            294 ,5 Rnd (5-5-5-5-5)    ,29-Dec-07 ,Men's Title Bout   ,Georges St-Pierre
Chuck Liddell             ,Wanderlei Silva           ,20_5_0    ,31_8_1    ,False   ,   0 ,   1 ,58_175     ,44_177     ,59_179       ,45_178       ,2 of 2   ,0 of 0   ,        0 ,        0 ,    70 ,     2 ,51_163  ,31_161  ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,29-Dec-07 ,Men's Bout         ,Chuck Liddell
Roan Carneiro             ,Tony DeSouza              ,18_7_0    ,11_3_0    ,False   ,   0 ,   0 ,24_27      ,9_15       ,73_77        ,37_44        ,3 of 3   ,0 of 0   ,        2 ,        1 ,   287 ,   138 ,19_22   ,6_12    ,KO/TKO                  ,         2 ,            213 ,3 Rnd (5-5-5)        ,29-Dec-07 ,Men's Bout         ,Roan Carneiro
Troy Mandaloniz           ,Richie Hightower          ,2_1_0     ,8_3_0     ,False   ,   1 ,   0 ,30_38      ,20_56      ,36_44        ,30_67        ,0 of 2   ,1 of 1   ,        0 ,        0 ,    98 ,    19 ,16_24   ,14_48   ,KO/TKO                  ,         1 ,            260 ,3 Rnd (5-5-5)        ,8-Dec-07  ,Men's Bout         ,Troy Mandaloniz
Mac Danzig                ,Tommy Speer               ,16_4_1    ,21_5_0    ,False   ,   0 ,   0 ,10_14      ,4_7        ,36_41        ,5_8          ,1 of 2   ,0 of 0   ,        1 ,        0 ,    74 ,    28 ,5_8     ,0_2     ,Submission              ,         1 ,            121 ,3 Rnd (5-5-5)        ,8-Dec-07  ,Men's Title Bout   ,Mac Danzig
George Sotiropoulos       ,Billy Miles               ,7_3_0     ,2_1_0     ,False   ,   0 ,   0 ,2_3        ,0_3        ,24_28        ,0_3          ,0 of 0   ,0 of 2   ,        1 ,        0 ,    72 ,    19 ,2_3     ,0_3     ,Submission              ,         1 ,             96 ,3 Rnd (5-5-5)        ,8-Dec-07  ,Men's Bout         ,George Sotiropoulos
Matt Arroyo               ,John Kolosci              ,2_1_0     ,15_8_0    ,False   ,   0 ,   0 ,4_8        ,1_5        ,19_23        ,12_23        ,0 of 0   ,0 of 2   ,        5 ,        0 ,    60 ,   202 ,4_8     ,1_5     ,Submission              ,         1 ,            282 ,3 Rnd (5-5-5)        ,8-Dec-07  ,Men's Bout         ,Matt Arroyo
Roman Mitichyan           ,Dorian Price              ,7_2_0     ,8_4_0     ,False   ,   0 ,   0 ,0_0        ,0_2        ,0_0          ,0_2          ,1 of 1   ,0 of 0   ,        1 ,        0 ,    12 ,     0 ,0_0     ,0_1     ,Submission              ,         1 ,             23 ,3 Rnd (5-5-5)        ,8-Dec-07  ,Men's Bout         ,Roman Mitichyan
Roger Huerta              ,Clay Guida                ,22_7_1    ,22_5_0    ,False   ,   0 ,   1 ,31_102     ,47_85      ,53_140       ,100_150      ,0 of 0   ,6 of 11  ,        3 ,        1 ,    50 ,   353 ,28_96   ,32_67   ,Submission              ,         3 ,             51 ,3 Rnd (5-5-5)        ,8-Dec-07  ,Men's Bout         ,Roger Huerta
War Machine               ,Jared Rollins             ,13_4_0    ,8_3_0     ,False   ,   0 ,   1 ,29_48      ,40_70      ,127_156      ,78_111       ,1 of 2   ,2 of 4   ,        0 ,        1 ,   434 ,   223 ,27_46   ,40_70   ,KO/TKO                  ,         3 ,            121 ,3 Rnd (5-5-5)        ,8-Dec-07  ,Men's Bout         ,War Machine
